Date & time,Temperature,Relative Humidity,Sea Level Pressure,Rain,Rain Intensity
15-03-04 17:05,26.6,75,1012.7,0.00,0.0
15-03-04 17:10,26.6,75,1012.7,0.00,0.0
15-03-04 17:15,26.4,75,1013.0,0.00,0.0
15-03-04 17:20,26.4,75,1013.0,0.00,0.0
15-03-04 17:25,26.3,75,1013.0,0.00,0.0
15-03-04 17:30,26.4,76,1013.2,0.00,0.0
15-03-04 18:20,26.3,76,1013.2,0.00,0.0
15-03-04 18:25,26.2,76,1013.2,0.00,0.0
15-03-04 18:30,26.1,76,1013.3,0.00,0.0
15-03-04 18:35,26.1,77,1013.3,0.00,0.0
15-03-04 18:40,26.0,77,1013.3,0.00,0.0
15-03-04 18:45,26.0,76,1013.7,0.00,0.0
15-03-04 18:50,26.0,77,1013.7,0.00,0.0
15-03-04 18:55,25.9,77,1013.7,0.00,0.0
15-03-04 19:00,25.9,78,1013.8,0.00,0.0
15-03-04 19:05,25.8,78,1013.8,0.00,0.0
15-03-04 19:10,25.7,79,1013.8,0.00,0.0
15-03-04 19:15,25.7,79,1013.8,0.00,0.0
15-03-04 19:20,25.6,79,1013.8,0.00,0.0
15-03-04 19:25,25.6,79,1013.8,0.00,0.0
15-03-04 19:30,25.6,79,1013.9,0.00,0.0
15-03-04 19:35,25.5,79,1013.9,0.00,0.0
15-03-04 19:40,25.5,80,1013.9,0.00,0.0
15-03-04 19:45,25.5,80,1014.3,0.00,0.0
15-03-04 19:50,25.5,80,1014.3,0.00,0.0
15-03-04 19:55,25.4,80,1014.3,0.00,0.0
15-03-04 20:00,25.4,80,1014.4,0.00,0.0
15-03-04 20:05,25.4,80,1014.4,0.00,0.0
15-03-04 20:10,25.4,80,1014.4,0.00,0.0
15-03-04 20:15,25.3,81,1014.5,0.00,0.0
15-03-04 20:20,25.3,81,1014.5,0.00,0.0
15-03-04 20:25,25.3,81,1014.5,0.00,0.0
15-03-04 20:30,25.3,81,1014.6,0.00,0.0
15-03-04 20:35,25.3,81,1014.6,0.00,0.0
15-03-04 20:40,25.3,81,1014.6,0.00,0.0
15-03-04 20:45,25.3,81,1014.8,0.00,0.0
15-03-04 20:50,25.2,81,1014.8,0.00,0.0
15-03-04 20:55,25.2,81,1014.8,0.00,0.0
15-03-04 21:00,25.2,81,1014.9,0.00,0.0
15-03-04 21:05,25.2,81,1014.9,0.00,0.0
15-03-04 21:10,25.2,81,1014.9,0.00,0.0
15-03-04 21:15,25.2,81,1015.1,0.00,0.0
15-03-04 21:20,25.2,81,1015.1,0.00,0.0
15-03-04 21:25,25.2,81,1015.1,0.00,0.0
15-03-04 21:30,25.2,81,1015.1,0.00,0.0
15-03-04 21:35,25.2,82,1015.1,0.00,0.0
15-03-04 21:40,25.2,82,1015.1,0.00,0.0
15-03-04 21:45,25.2,82,1015.2,0.00,0.0
15-03-04 21:50,25.2,82,1015.2,0.00,0.0
15-03-04 21:55,25.2,82,1015.2,0.00,0.0
15-03-04 22:00,25.1,82,1015.2,0.00,0.0
15-03-04 22:05,25.2,82,1015.2,0.00,0.0
15-03-04 22:10,25.2,82,1015.2,0.00,0.0
15-03-04 22:15,25.1,83,1015.2,0.00,0.0
15-03-04 22:20,25.1,83,1015.2,0.00,0.0
15-03-04 22:25,25.1,83,1015.2,0.00,0.0
15-03-04 22:30,25.1,83,1015.3,0.00,0.0
15-03-04 22:35,25.1,83,1015.3,0.00,0.0
15-03-04 22:40,25.1,83,1015.3,0.00,0.0
15-03-04 22:45,25.1,83,1015.2,0.00,0.0
15-03-04 22:50,25.1,83,1015.2,0.00,0.0
15-03-04 22:55,25.1,83,1015.2,0.00,0.0
15-03-04 23:00,25.0,84,1015.1,0.00,0.0
15-03-04 23:05,25.0,84,1015.1,0.00,0.0
15-03-04 23:10,24.9,84,1015.1,0.00,0.0
15-03-04 23:15,24.9,84,1014.9,0.00,0.0
15-03-04 23:20,24.8,84,1014.9,0.00,0.0
15-03-04 23:25,24.8,84,1014.9,0.00,0.0
15-03-04 23:30,24.8,84,1014.8,0.00,0.0
15-03-04 23:35,24.8,85,1014.8,0.00,0.0
15-03-04 23:40,24.7,85,1014.8,0.00,0.0
15-03-04 23:45,24.7,85,1014.7,0.00,0.0
15-03-04 23:50,24.7,85,1014.7,0.00,0.0
15-03-04 23:55,24.7,85,1014.7,0.00,0.0
16-03-04 00:00,24.7,85,1014.6,0.00,0.0
16-03-04 0:05,24.7,85,1014.6,0.00,0.0
16-03-04 0:10,24.7,85,1014.6,0.00,0.0
16-03-04 0:15,24.7,85,1014.4,0.00,0.0
16-03-04 0:20,24.7,85,1014.4,0.00,0.0
16-03-04 0:25,24.7,85,1014.4,0.00,0.0
16-03-04 0:30,24.7,85,1014.5,0.00,0.0
16-03-04 0:35,24.7,85,1014.5,0.00,0.0
16-03-04 0:40,24.7,85,1014.5,0.00,0.0
16-03-04 0:45,24.7,85,1014.3,0.00,0.0
16-03-04 0:50,24.7,85,1014.3,0.00,0.0
16-03-04 0:55,24.6,85,1014.3,0.00,0.0
16-03-04 1:00,24.6,86,1014.2,0.00,0.0
16-03-04 1:05,24.6,86,1014.2,0.00,0.0
16-03-04 1:10,24.6,86,1014.2,0.00,0.0
16-03-04 1:15,24.6,86,1014.0,0.00,0.0
16-03-04 1:20,24.6,86,1014.0,0.00,0.0
16-03-04 1:25,24.5,86,1014.0,0.00,0.0
16-03-04 1:30,24.6,86,1013.8,0.00,0.0
16-03-04 1:35,24.6,86,1013.8,0.00,0.0
16-03-04 1:40,24.6,86,1013.8,0.00,0.0
16-03-04 1:45,24.5,86,1013.7,0.00,0.0
16-03-04 1:50,24.5,86,1013.7,0.00,0.0
16-03-04 1:55,24.5,86,1013.7,0.00,0.0
16-03-04 2:00,24.4,87,1013.5,0.00,0.0
16-03-04 2:05,24.3,87,1013.5,0.00,0.0
16-03-04 2:10,24.2,88,1013.5,0.00,0.0
16-03-04 2:15,24.1,88,1013.2,0.00,0.0
16-03-04 2:20,24.1,88,1013.2,0.00,0.0
16-03-04 2:25,24.1,88,1013.2,0.00,0.0
16-03-04 2:30,24.1,88,1013.2,0.00,0.0
16-03-04 2:35,24.1,88,1013.2,0.00,0.0
16-03-04 2:40,24.1,88,1013.2,0.00,0.0
16-03-04 2:45,24.1,88,1013.2,0.00,0.0
16-03-04 2:50,24.1,89,1013.2,0.00,0.0
16-03-04 2:55,24.1,88,1013.2,0.00,0.0
16-03-04 3:00,24.1,89,1013.2,0.00,0.0
16-03-04 3:05,23.9,89,1013.2,0.00,0.0
16-03-04 3:10,23.9,89,1013.2,0.00,0.0
16-03-04 3:15,23.9,89,1013.3,0.00,0.0
16-03-04 3:20,23.9,89,1013.3,0.00,0.0
16-03-04 3:25,23.8,89,1013.3,0.00,0.0
16-03-04 3:30,23.8,89,1013.3,0.00,0.0
16-03-04 3:35,23.8,89,1013.3,0.00,0.0
16-03-04 3:40,23.8,89,1013.3,0.00,0.0
16-03-04 3:45,23.8,88,1013.2,0.00,0.0
16-03-04 3:50,23.8,88,1013.2,0.00,0.0
16-03-04 3:55,23.7,88,1013.2,0.00,0.0
16-03-04 4:00,23.7,88,1013.2,0.00,0.0
16-03-04 4:05,23.7,88,1013.2,0.00,0.0
16-03-04 4:10,23.7,88,1013.2,0.00,0.0
16-03-04 4:15,23.7,89,1013.2,0.00,0.0
16-03-04 4:20,23.7,89,1013.2,0.00,0.0
16-03-04 4:25,23.6,89,1013.2,0.00,0.0
16-03-04 4:30,23.4,89,1013.3,0.00,0.0
16-03-04 4:35,23.4,90,1013.3,0.00,0.0
16-03-04 4:40,23.3,90,1013.3,0.00,0.0
16-03-04 4:45,23.3,90,1013.4,0.00,0.0
16-03-04 4:50,23.3,90,1013.4,0.00,0.0
16-03-04 4:55,23.3,90,1013.4,0.00,0.0
16-03-04 5:00,23.3,90,1013.6,0.00,0.0
16-03-04 5:05,23.3,90,1013.6,0.00,0.0
16-03-04 5:10,23.3,90,1013.6,0.00,0.0
16-03-04 5:15,23.3,90,1013.7,0.00,0.0
16-03-04 5:20,23.3,90,1013.7,0.00,0.0
16-03-04 5:25,23.3,91,1013.7,0.00,0.0
16-03-04 5:30,23.2,91,1013.9,0.00,0.0
16-03-04 5:35,23.2,91,1013.9,0.00,0.0
16-03-04 5:40,23.3,91,1013.9,0.00,0.0
16-03-04 5:45,23.3,90,1014.2,0.00,0.0
16-03-04 5:50,23.3,90,1014.2,0.00,0.0
16-03-04 5:55,23.3,90,1014.2,0.00,0.0
16-03-04 6:00,23.3,90,1014.4,0.00,0.0
16-03-04 6:05,23.3,89,1014.4,0.00,0.0
16-03-04 6:10,23.4,89,1014.4,0.00,0.0
16-03-04 6:15,23.6,89,1014.4,0.00,0.0
16-03-04 6:20,23.6,88,1014.4,0.00,0.0
16-03-04 6:25,23.6,88,1014.4,0.00,0.0
16-03-04 6:30,23.6,88,1014.5,0.00,0.0
16-03-04 6:35,23.7,88,1014.5,0.00,0.0
16-03-04 6:40,23.7,88,1014.5,0.00,0.0
16-03-04 6:45,23.7,88,1014.5,0.00,0.0
16-03-04 6:50,23.9,87,1014.5,0.00,0.0
16-03-04 6:55,24.1,86,1014.5,0.00,0.0
16-03-04 7:00,24.2,86,1014.6,0.00,0.0
16-03-04 7:05,24.3,85,1014.6,0.00,0.0
16-03-04 7:10,24.3,84,1014.6,0.00,0.0
16-03-04 7:15,24.4,83,1014.6,0.00,0.0
16-03-04 7:20,24.5,83,1014.6,0.00,0.0
16-03-04 7:25,24.6,82,1014.6,0.00,0.0
16-03-04 7:30,24.8,81,1014.7,0.00,0.0
16-03-04 7:35,24.9,82,1014.7,0.00,0.0
16-03-04 7:40,25.0,81,1014.7,0.00,0.0
16-03-04 7:45,25.1,80,1014.8,0.00,0.0
16-03-04 7:50,25.3,80,1014.8,0.00,0.0
16-03-04 7:55,25.3,80,1014.8,0.00,0.0
16-03-04 8:00,25.2,80,1014.9,0.00,0.0
16-03-04 8:05,25.3,80,1014.9,0.00,0.0
16-03-04 8:10,25.4,81,1014.9,0.00,0.0
16-03-04 8:15,25.6,79,1015.1,0.00,0.0
16-03-04 8:20,25.9,78,1015.1,0.00,0.0
16-03-04 8:25,25.8,79,1015.1,0.00,0.0
16-03-04 8:30,25.7,79,1015.2,0.00,0.0
16-03-04 8:35,25.9,78,1015.2,0.00,0.0
16-03-04 8:40,26.2,78,1015.2,0.00,0.0
16-03-04 8:45,26.3,77,1015.1,0.00,0.0
16-03-04 8:50,26.4,76,1015.1,0.00,0.0
16-03-04 8:55,26.4,78,1015.1,0.00,0.0
16-03-04 9:00,26.4,76,1015.2,0.00,0.0
16-03-04 9:05,26.6,76,1015.2,0.00,0.0
16-03-04 9:10,26.4,76,1015.2,0.00,0.0
16-03-04 9:15,26.3,76,1015.2,0.00,0.0
16-03-04 9:20,26.4,76,1015.2,0.00,0.0
16-03-04 9:25,26.6,76,1015.2,0.00,0.0
16-03-04 9:30,26.8,75,1015.3,0.00,0.0
16-03-04 9:35,26.8,75,1015.3,0.00,0.0
16-03-04 9:40,27.1,73,1015.3,0.00,0.0
16-03-04 9:45,27.3,73,1015.2,0.00,0.0
16-03-04 9:50,26.9,74,1015.2,0.00,0.0
16-03-04 9:55,27.2,73,1015.2,0.00,0.0
16-03-04 10:00,27.3,72,1015.1,0.00,0.0
16-03-04 10:05,27.3,72,1015.1,0.00,0.0
16-03-04 10:10,27.4,71,1015.1,0.00,0.0
16-03-04 10:15,27.9,71,1014.9,0.00,0.0
16-03-04 10:20,28.1,69,1014.9,0.00,0.0
16-03-04 10:25,27.9,70,1014.9,0.00,0.0
16-03-04 10:30,27.7,72,1014.8,0.00,0.0
16-03-04 10:35,27.7,70,1014.8,0.00,0.0
16-03-04 10:40,27.7,69,1014.8,0.00,0.0
16-03-04 10:45,27.6,69,1014.7,0.00,0.0
16-03-04 10:50,27.6,70,1014.7,0.00,0.0
16-03-04 10:55,27.7,70,1014.7,0.00,0.0
16-03-04 11:00,27.8,69,1014.6,0.00,0.0
